title,body,date,language,source
Easy/quick process is great,easyquick process great,"Date of experience: June 28, 2024",en,HotelSone
Ease of use,ease use thank,"Date of experience: June 28, 2024",en,HotelSone
I was able to book a reservation…so easily!,able book reservation without hassles great in tired struggling making plans simple informative easy definitely recommend others,"Date of experience: June 28, 2024",en,HotelSone
Easy to use,easy use information well presented,"Date of experience: June 28, 2024",en,HotelSone
Instant booking and no problems,instant problems,"Date of experience: June 28, 2024",en,HotelSone
It was great ‘ so easy,great easy,"Date of experience: June 28, 2024",en,HotelSone
Easy and intuitive to use,easy intuitive informative,"Date of experience: June 27, 2024",en,HotelSone
Very direct and helpful,direct helpful hopefully discounts help price love connected bridge hospital,"Date of experience: June 27, 2024",en,HotelSone
Upcoming 50 Year BHSN & BHSS 50-year class reunion.,easy navigate good availability found good deal room night ill staying town when bass year class reunion,"Date of experience: June 27, 2024",en,HotelSone
It will be great if not charged until I…,great charged book great charged today,"Date of experience: June 27, 2024",en,HotelSone
Booking is so easy..just like counting…,booking easyjust like counting a a a,"Date of experience: June 26, 2024",en,HotelSone
Easy peasy,fast easy search options booked remotely,"Date of experience: June 26, 2024",en,HotelSone
Convenient and good value for a late arrival/ early departure,easy simple find rates book stayed close airport rates good facilities convenience,"Date of experience: June 26, 2024",en,HotelSone
Hassle Free,clear easy follow hassle free,"Date of experience: June 25, 2024",en,HotelSone
So simple & straightforward,simple straightforward complications cant wait july with first time staying,"Date of experience: June 25, 2024",en,HotelSone
Easy to use,easy use intuitive,"Date of experience: June 25, 2024",en,HotelSone
Brilliant,staff service get greeted door use restaurant facility brilliant the arikinui pullman,"Date of experience: April 09, 2024",en,HotelSone
Website very easy to navigate,website easy navigate considering issues computers etc piece cake,"Date of experience: June 24, 2024",en,HotelSone
Easy to understand,easy understand fast,"Date of experience: June 24, 2024",en,HotelSone
"Super simple easy going,straight…",super simple easy goingstraight forward thanks,"Date of experience: June 24, 2024",en,HotelSone
Simple Booking,one simplest booking processes,"Date of experience: June 23, 2024",en,HotelSone
Speedy Gonzalez,works well needs dog reservation capacity,"Date of experience: June 23, 2024",en,HotelSone
Great place!,nice place beautifully decorated a suggestions improving rooms in senior citizen parkinson disease using shower made feel unsafe maybe install grab bar shower put type rubber mat tub floor second recommendation offer softer mattresses mattress bed way hard husband woke day backache great place stay stayed june list and,"Date of experience: June 21, 2024",en,HotelSone
Was easy and fast,easy fast,"Date of experience: June 23, 2024",en,HotelSone
Just thumbs up!,thumbs got upgrade superb rate,"Date of experience: June 23, 2024",en,HotelSone
BOOKING COST …,advised last visit booked direct would save little line booking sites online price a nights 1190 direct booking charged 1250,"Date of experience: June 23, 2024",en,HotelSone
Jim Hayek We pre booked for 3days and 2…,jim hayek are booked days a nights previous done thing a years previous wood boat show participants arrived us booked room way destination argued gave us booking wanted charge 2000 extra per night said would check battle price later room different bed like old used mattress room cleaning always late felt like marked year skipping show stay kiss abbey,"Date of experience: September 29, 2023",en,HotelSone
the site did not allow me to put in…,site allow put promo codegetaway,"Date of experience: June 22, 2024",en,HotelSone
Very easy,easy ill let know get processing,"Date of experience: June 22, 2024",en,HotelSone
This website is so much easier to use…,website much easier use old one simple love,"Date of experience: June 22, 2024",en,HotelSone
Easy Booking,website informative easy book,"Date of experience: June 21, 2024",en,HotelSone
It was a user friendly reservation and…,user friendly reservation cheaper calling hotel directly,"Date of experience: June 21, 2024",en,HotelSone
These people are masquerading as the…,people masquerading actual website masqueraded may even know get confirmation email determine run run away,"Date of experience: June 21, 2024",en,HotelSone
Found it very easy to book and find out…,found easy book find pricing photos looks good love upgrades fresh rooms grounds look photos,"Date of experience: June 21, 2024",en,HotelSone
website is very user friendly.,website user friendlyhad problem navigating booking easy process,"Date of experience: June 20, 2024",en,HotelSone
The website is easy to use and provides…,website easy use provides necessary information,"Date of experience: June 20, 2024",en,HotelSone
The reservation process was quick,reservation process quick easy safe cant wait experience hotel,"Date of experience: June 20, 2024",en,HotelSone
Simple to reserve online,simple reserve online bunch extra questions,"Date of experience: June 20, 2024",en,HotelSone
Booking a room,easy see available book choosing room type simple,"Date of experience: June 19, 2024",en,HotelSone
"Sadly, some of the charm is gone",type used represent hotel amenities archaic best hotel amenities poorly written food drink simply box said free breakfast sounds like red roof inn may written also photos rooms really specify a queen rooms may booking better photos needed chat inn always done much friendly within charm graciousness douglas,"Date of experience: June 19, 2024",en,HotelSone
Website is easy,easy easy chose by close cruise port shuttle available,"Date of experience: June 19, 2024",en,HotelSone
Booking again at a great hotel,able make booking quickly easy user friendly site,"Date of experience: June 19, 2024",en,HotelSone
Very simple booking,simple booking cant wait stay new smyrna beach,"Date of experience: June 18, 2024",en,HotelSone
Easy to use,easy usesimple details,"Date of experience: June 18, 2024",en,HotelSone
Viking Shores N.Eastham Cape Cod BED BUGS,room infested bed bugs suffered bed bug bites advertised breakfast breakfast provided room dirty filthy plumbing leaking bathroom place horrible,"Date of experience: June 08, 2024",en,HotelSone
Quick,quick easy navigate,"Date of experience: June 16, 2024",en,HotelSone
FAST AND SUCCINCT DESCRIPTIONS. Good photos. Excellent functionality.,fast succinct descriptions,"Date of experience: June 17, 2024",en,HotelSone
I stress a lot about making hotel…,stress lot making hotel reservation really easy,"Date of experience: June 17, 2024",en,HotelSone
Informative and easy to navigate,informative easy navigate,"Date of experience: June 17, 2024",en,HotelSone
Quick and easy and well priced incl…,quick easy well priced incl parking,"Date of experience: June 17, 2024",en,HotelSone
The site was so easy to use,site easy use made reservation minutes,"Date of experience: June 16, 2024",en,HotelSone
Just very easy and simple to use and…,easy simple use easily distinguish different options rooms,"Date of experience: June 16, 2024",en,HotelSone
So easy to use and without a whole lot…,easy use without whole lot useless questions sometimes featured accommodation booking sites,"Date of experience: June 16, 2024",en,HotelSone
So easy,easy fast would recommend others,"Date of experience: June 15, 2024",en,HotelSone
Nice website design,website clear easy explore issue booking wedding place enter wedding discount code,"Date of experience: June 15, 2024",en,HotelSone
Easy to use MUCh simpler than the big…,easy use much simpler big guys,"Date of experience: June 14, 2024",en,HotelSone
The comfortable and peaceful suite…,comfortable peaceful suite offers affordable retreat weekend getaway hope staff members exceptional,"Date of experience: June 07, 2024",en,HotelSone
Easy to navigate,easy navigate,"Date of experience: June 14, 2024",en,HotelSone
The process booking and checkout…,process booking checkout process seamless love staying penny best place stay by hotel use by,"Date of experience: June 14, 2024",en,HotelSone
Room is very cleanCleanliness and customer care,cleanliness customer care,"Date of experience: June 14, 2024",en,HotelSone
I am concerned about the details…,concerned details required booking every time a book credit card bookings done need give home address etc consequently use platform scammed given private details reason going accommodation site time emergency,"Date of experience: June 14, 2024",en,HotelSone
Information was easy to process and the…,information easy process line booking easy accomplish,"Date of experience: June 14, 2024",en,HotelSone
HotelsOne is a booking agent not a hotel.,company hotel online travel agent lot reviews seem there actually hotel people stayed booking company might look your booking directly hotel agent,"Date of experience: June 14, 2024",en,HotelSone
All good I just want to be sure I…,good want sure receive confirmation,"Date of experience: June 13, 2024",en,HotelSone
Web site was easy to follow and easy to…,web site easy follow easy use booked cabin a minutes,"Date of experience: June 13, 2024",en,HotelSone
I found a great rate at a good hotel…,found great rate good hotel close destination,"Date of experience: June 13, 2024",en,HotelSone
Nice and easy to book a room,nice easy book room thank,"Date of experience: June 13, 2024",en,HotelSone
Quick and Simple,easy book availability quick simple check best price available,"Date of experience: June 13, 2024",en,HotelSone
Impossible to  speak to Motel directly!,prefer phone motel direct tel voicemail clue call would returned phoned toll free listed website manned person whose english bad couldn't understand gave motels direct already tried frustrating done like book ord party said process of,"Date of experience: June 13, 2024",en,HotelSone
ease of booking,ease booking daughter staying also dates requested near ocean view grandchildren wake see disney ship going,"Date of experience: June 13, 2024",en,HotelSone
I found what I needed and had some good…,found needed good choices,"Date of experience: June 12, 2024",en,HotelSone
"Fast, easy booking",fast easy,"Date of experience: June 11, 2024",en,HotelSone
Simple,simple nonconfusing reservation procedure,"Date of experience: June 11, 2024",en,HotelSone
Account,easy use website,"Date of experience: June 11, 2024",en,HotelSone
Easy to book!,easy quick book,"Date of experience: June 11, 2024",en,HotelSone
Easy to navigate and easy to populate…,easy navigate easy populate details,"Date of experience: June 11, 2024",en,HotelSone
Swana Hotel,easy use,"Date of experience: June 11, 2024",en,HotelSone
Access,easy use ipad,"Date of experience: June 10, 2024",en,HotelSone
Already stayed here once and it was…,already stayed great,"Date of experience: March 26, 2024",en,HotelSone
The site was easy to navigate,site easy navigate,"Date of experience: June 10, 2024",en,HotelSone
Super easy to use and fast,super easy use fast highly recommend,"Date of experience: June 10, 2024",en,HotelSone
Very simple to use site to book hotel,simple use site book hotel,"Date of experience: June 08, 2024",en,HotelSone
Horrible customer service,horrible customer service like others said tried add one day onto reservation instead giving june eth gave second reservation june with call customer service got someone heavy accent could hardly understand phone quite trying explain hold told thought would penalty charge changing date put incorrectly phone call disconnected never changed ridiculous,"Date of experience: June 08, 2024",en,HotelSone
First time booking at this hotel,first time booking stay hotelbooking online easy fast,"Date of experience: June 09, 2024",en,HotelSone
Fast and easy.,fast easy,"Date of experience: June 08, 2024",en,HotelSone
Easy info to choose from,easy straight point great photos choose different options well done,"Date of experience: June 08, 2024",en,HotelSone
Very good website - just needed transfer from train to be outlined,call check shuttle available train station otherwise simple process,"Date of experience: June 08, 2024",en,HotelSone
Easy-to-use,easytouse website clear fast,"Date of experience: June 07, 2024",en,HotelSone
It was very user friendly for reserving…,user friendly reserving rooms knew exactly getting,"Date of experience: June 07, 2024",en,HotelSone
No help in adding 1 night ti the reservation I have a reservation for 3 nights from…,reservation a nights 6912 needed add night front trip going charged double rate preservationist would even honor online rate book online probably move rooms first good service simply could added a night current reservation charged current online rate refused,"Date of experience: June 07, 2024",en,HotelSone
Easy to book great service.,easy book great services birthdays mine of diana of,"Date of experience: June 07, 2024",en,HotelSone
No confirmation email sent,confirmation email sent called hotel didst said booked expedite int,"Date of experience: June 05, 2024",en,HotelSone
The rates are very reasonable,rates reasonable thank price gouging website easy understand,"Date of experience: June 06, 2024",en,HotelSone
easy,easy stayed last year accommodating even scooter,"Date of experience: June 06, 2024",en,HotelSone
Easy to research property and to make…,easy research property make reservations,"Date of experience: June 06, 2024",en,HotelSone
East to use.,east use,"Date of experience: June 05, 2024",en,HotelSone
I knew where and when I wanted to stay…,knew wanted stay easy check availability breakfast included,"Date of experience: June 05, 2024",en,HotelSone
BOOKED 2 ROOMS  1 FOR WIFE AND  MYSELF,booked a rooms a wife myselfand son matthew,"Date of experience: June 05, 2024",en,HotelSone
EXCELLENT SITE,excellent site clear book,"Date of experience: June 05, 2024",en,HotelSone
Not very helpful,booking successful trying get legitimate receipt invoice impossible call centre helpful could understand wanted kept getting confused us aud plus receipt sent comes eurobookings another company name frustrating,"Date of experience: June 05, 2024",en,HotelSone
PEPOLE TAKE NOTICE THIS COMPAY IS USED…,people take notice company used false advertising entice booking accommodation nothing beware done know garbage people review one thing certain done look hotels accommodation advise would see article relating ibis albany fiction advertise dumps good rating stay you'll soon sing different tune,"Date of experience: June 01, 2024",en,HotelSone
it was made excellent and simple,made excellent simple thank,"Date of experience: June 03, 2024",en,HotelSone
Nice and easy booking,easy quick especially you've saved payment details previous booking,"Date of experience: June 03, 2024",en,HotelSone
Quick and easy to check a room's…,quick easy check rooms availability book,"Date of experience: June 03, 2024",en,HotelSone
I have stayed with you before & have…,stayed found whole process seamless clean comfortable rooms central require booking process made simple thank,"Date of experience: June 03, 2024",en,HotelSone
Pretty good prices for the beach!,haven stayed yet pictures look like nice place needed beds a days didst want pay arm leg,"Date of experience: June 02, 2024",en,HotelSone
Easy and quick with no lead up…,easy quick lead advertising marketing,"Date of experience: June 03, 2024",en,HotelSone
Little choice of rooms and suites.,little choice rooms suitesopaque taxes service chargesthought vat of of,"Date of experience: June 02, 2024",en,HotelSone
Very easy to navigate,easy navigate good prices,"Date of experience: June 02, 2024",en,HotelSone
Easy so far,easy far easy make booking options,"Date of experience: June 02, 2024",en,HotelSone
Very easy to book a  room.,easy book room,"Date of experience: June 02, 2024",en,HotelSone
HORRIBLE CUSTOMER SERVICE,could give zero would awful customer servicedont make mistake dates expect help resolving issue horrible customer service phone close hour needing change date refund first person says hotel wont refundwrong phone hotel awesome budget supervisor scenario unfortunately cant help you none refundableover 80000 none refundable phone hotelthey never called first timefinally arguing hearing unfortunately oversee called hotel changed dates useless something goes wronghorrible customer service,"Date of experience: June 01, 2024",en,HotelSone
Booking experience,website easy navigate,"Date of experience: June 01, 2024",en,HotelSone
Very very easy and straightforward to make the booking.,easy make booking,"Date of experience: June 01, 2024",en,HotelSone
Easy access,uncomplicated information booking,"Date of experience: June 01, 2024",en,HotelSone
It was reasonably easy for someone who…,reasonably easy someone good disappointed pay front option refund would booked going,"Date of experience: June 01, 2024",en,HotelSone
Easy to book,easy bookfree cancellation policy,"Date of experience: May 31, 2024",en,HotelSone
Was very quick and easy to book,easy book,"Date of experience: May 31, 2024",en,HotelSone
DID NOT REALIZE THAT THE PRICES WERE…,realize prices american,"Date of experience: May 31, 2024",en,HotelSone
It was very easy to check availability…,easy check availability secure room week end,"Date of experience: May 30, 2024",en,HotelSone
Website booking page was really easy to…,website booking page really easy followthankyou,"Date of experience: May 30, 2024",en,HotelSone
Wow! Fast and easy,fast efficient,"Date of experience: May 30, 2024",en,HotelSone
Hidden website,official website immediately come member come booking form either,"Date of experience: May 30, 2024",en,HotelSone
Easy reservation,easy reservation,"Date of experience: May 30, 2024",en,HotelSone
I was able to book my stay quickly and…,able book stay quickly easily site clean without bunch ads,"Date of experience: May 30, 2024",en,HotelSone
Booking my room was one of the easiest…,booking room one easiest experienced,"Date of experience: May 30, 2024",en,HotelSone
The main thing was the ease of making…,main thing ease making reservation,"Date of experience: May 29, 2024",en,HotelSone
I will always book with motel in person after this!,website big glitch cost of minutes time straighten first thought doubletree site booked room july with 2024 wanted book room return with went back changed dates later verified booked another room confirmation printed said july thoth called motel change informed used third party site called number top confirmation talked carl going check changing of minutes hold call dropped called back talked margo tried explain everything said availability end said could contact motel see could changed thankfully returned placing hold minutes news reservation changed rather gruff apologize seriously put new dates didst site use,"Date of experience: May 29, 2024",en,HotelSone
Your site says to book now and pay…,site says book pay later booking pay whole stay,"Date of experience: May 29, 2024",en,HotelSone
Easy Peasy,reasonable good information like fact cancellation easy,"Date of experience: May 29, 2024",en,HotelSone
so easy to book on line,easy book line,"Date of experience: May 29, 2024",en,HotelSone
Hidden fees,hidden fees stated price false add increased price of,"Date of experience: May 28, 2024",en,HotelSone
Booking was nice and easy to make,booking nice easy make options clear payment straightforward,"Date of experience: May 28, 2024",en,HotelSone
Ease of booking,ease booking,"Date of experience: May 27, 2024",en,HotelSone
We checked out of John’s Pass Hotel…,checked johns pass hotel today hotel clean great location however customer service par supposed receive email of hours check info never received email arrived hotel area employee worked parking garage rude lost internet a hours restored time checked today hot afternoon watching indy 500 refreshing drink would nice told spectrum issue called spoke manager garrett let know need work customer service said nothing could staff unprofessional called us back tell us internet issue spectrum hotel lady kept interrupting husband calling wrong name wont back live local love service pinellas county area wont come back johns pass hotel that sad,"Date of experience: May 25, 2024",en,HotelSone
fast booking ...fair pricing...good…,fast booking fair pricinggood information,"Date of experience: May 27, 2024",en,HotelSone
easy to use the booking room service,easy use booking room service,"Date of experience: May 27, 2024",en,HotelSone
The site was easy to book,site easy book,"Date of experience: May 27, 2024",en,HotelSone
easy,easy use sight,"Date of experience: May 27, 2024",en,HotelSone
Good service and clear communication,straight forward quick thankyou,"Date of experience: May 27, 2024",en,HotelSone
Website was really user friendly,website really user friendly loved options,"Date of experience: May 26, 2024",en,HotelSone
Easy and informative,easy informative,"Date of experience: May 26, 2024",en,HotelSone
Very easy to get through.,found process easy proceed confusion problems,"Date of experience: May 26, 2024",en,HotelSone
Back again for a great stay. 😜,stayed several times always great time excellent service great customer service,"Date of experience: May 26, 2024",en,HotelSone
better price than the hotel itself…,better price hotel could give confirmation email absolutely sure,"Date of experience: May 26, 2024",en,HotelSone
This company is scammers,company scammers set price offer charge direct reservation designated hotel costs think using website scammers referring hotelsone offered amount 8417 never informed fees made payment supposed amount mentioned sent confirmation reservation resulted new additional charge total 16273 tried talk idiot company claim overcharge made character kept line making wait supposedly trying talk hotel reservation cancellation refund accept charge made card guy told agree make refund hotel representative another cell phone explained problem company person hotline company refused speak english person understood saying decision made hotel resort wisconsin anyway going send letter making report company better business bureau,"Date of experience: May 25, 2024",en,HotelSone
Computer changed booking dates causing…,computer changed booking dates causing frustration cancellation rebooting hassle,"Date of experience: May 25, 2024",en,HotelSone
Quick and easy,quick easy navigate finalise booking,"Date of experience: May 26, 2024",en,HotelSone
Looks like their website was partially updated…,looks like website partially updated seahorse lotus flower done know new logo font could bigger sounds like covid regulations still effect reading hotel facilities section discount good one summerupdated photos would nice little blurry looking forward staying,"Date of experience: May 25, 2024",en,HotelSone
some times i have problems but this…,times problems time found easy,"Date of experience: May 25, 2024",en,HotelSone
Easy to use,easy use glad read rates taxes fees since total almost 100 would helpful see earlier shopping booking,"Date of experience: May 24, 2024",en,HotelSone
Quick and Easy,hassle booking room,"Date of experience: May 24, 2024",en,HotelSone
Make your booking selection easier to…,make booking selection easier navigate,"Date of experience: May 24, 2024",en,HotelSone
Very useful and easy to use their…,useful easy use websites hotelsone highly recommended staff friendly good communications good accommodations 100,"Date of experience: May 22, 2024",en,HotelSone
Easy reservation,easy reservation better price expedite,"Date of experience: May 23, 2024",en,HotelSone
No confirmation prior to completion,dissatisfied online booking process want pause confirming total stay prior completion booking also inconsistency listing thru online booking process hotel alice directly via phone regarding pet policy and informed hotel alice staff pet charge 100 total stay 100 per night listed post completion confirmation email hotelsone,"Date of experience: May 22, 2024",en,HotelSone
Straightforward,easy use well laid,"Date of experience: May 23, 2024",en,HotelSone
Ripped off,ripped mention us advertising australian hotel website included booking page charges additional services carjacking aud however cost room ended charged us rates careful use another service,"Date of experience: April 20, 2024",en,HotelSone
quick to book,quick book last experience hotel excellent staff helpful,"Date of experience: May 23, 2024",en,HotelSone
Easy process to book a room,easy process book room best rates around,"Date of experience: May 22, 2024",en,HotelSone
Easy peasy,easy easy better safari chrome,"Date of experience: May 21, 2024",en,HotelSone
Booking was so quick and easy,booking quick easy excited stay celebrate college graduation,"Date of experience: May 20, 2024",en,HotelSone
"Friday, May 24 th reservation for Friday",made reservation friday may saturday may of best western plus orchid hotel rockville a received confirmation problem communications also inquired best western rewards 77000 jacob spoken 3039079394 thank,"Date of experience: May 20, 2024",en,HotelSone
Simple process,full info property easy booking process,"Date of experience: May 21, 2024",en,HotelSone
Super easy to navigate the website and…,super easy navigate website book,"Date of experience: May 20, 2024",en,HotelSone
Easy to navigate,easy navigate straight forward information readily accessible,"Date of experience: May 20, 2024",en,HotelSone
Hotel reservations,easy efficient,"Date of experience: May 20, 2024",en,HotelSone
Quick & easy,quick easy relevant information seemed available upfront,"Date of experience: May 20, 2024",en,HotelSone
Direct phone booking with hotel costs £6!,tried book meeting room business meeting west park lodge hotel barnet tried phone number given hotel website asked ring another number given third number ring tried ring number told call would cost a never encountered appalling service trying make booking hotel,"Date of experience: May 20, 2024",en,HotelSone
Like the purple colour,like purple colourhowever busy website,"Date of experience: May 20, 2024",en,HotelSone
Easy to navigate website with great…,easy navigate website great photos description,"Date of experience: May 20, 2024",en,HotelSone
Was easy not to many extra questions…,easy many extra questions business,"Date of experience: May 19, 2024",en,HotelSone
Great booking site.,quick efficient easy navigate,"Date of experience: May 19, 2024",en,HotelSone
Room specs,difference deluxe standard room specs bit vague rest reservation process seemed well seamless,"Date of experience: May 18, 2024",en,HotelSone
THERE IS NO FISHING OR GOLFING ONSITE…,fishing golfing onsite osage casino ponce cityoklahoma like says site,"Date of experience: May 01, 2024",en,HotelSone
Very happy,easy make booking,"Date of experience: May 18, 2024",en,HotelSone
website simple and efficient,website simple efficient booked one night instead two site wouldn't consider adding night even though advised immediately mistake noticed cost replace ridiculous add night hotel loss pain,"Date of experience: May 16, 2024",en,HotelSone
EASY,website super easy use book room wanted,"Date of experience: May 17, 2024",en,HotelSone
This is the second attempt to book the…,second attempt book room rate offered discount mac member please ensure rate offered stay,"Date of experience: May 17, 2024",en,HotelSone
Web site lists town,web site lists town street address,"Date of experience: May 16, 2024",en,HotelSone
Slow to process and not a quick email…,slow process quick email confirmation,"Date of experience: May 16, 2024",en,HotelSone
Website much easier to use now!,website much easier use,"Date of experience: May 16, 2024",en,HotelSone
Very easy booking,easy booking easy use website info hotel surrounding area,"Date of experience: May 16, 2024",en,HotelSone
My only complaint is that it took…,complaint took forever site allow enter csc credit card easy easy otherwise,"Date of experience: May 16, 2024",en,HotelSone
This is a fraudulent website.,fraudulent website,"Date of experience: May 15, 2024",en,HotelSone
Rip off using lookalike hotel site.,booked room clarendon hotel blackheads appeared hotels official website turns lookalike generated hotelsone official room pics service descriptions etc accompanied usual hurry stuff availability guaranteed lowest price however of expensive real site rip warned,"Date of experience: May 15, 2024",en,HotelSone
Fun in Sydney with a Cruise to new Z.,done everything provide availability dates required cruise,"Date of experience: May 15, 2024",en,HotelSone
Fast easy convenient,fast easy convenient,"Date of experience: May 14, 2024",en,HotelSone
ease of use,ease use filling survey harder,"Date of experience: May 14, 2024",en,HotelSone
Booking online was very easy,booking online easy looking forward visit,"Date of experience: May 14, 2024",en,HotelSone
Hotelsone is a deceiving thief,ply avoid hotelsone site specialize highway robbery think booking directly thru hotels deceive end paying thru charge fee upfront a go hotel pay of fees customer service terrible,"Date of experience: May 09, 2024",en,HotelSone
So easy to book,easy book love,"Date of experience: May 14, 2024",en,HotelSone
Garbage site,garbage site worthless contact numbers unable speak someone extend current reservation one night worthless customer service,"Date of experience: May 12, 2024",en,HotelSone
Easy to use and informative,easy use informative,"Date of experience: May 13, 2024",en,HotelSone
easy to book,easy bookclear get information necessarycannot wait go voyageurs,"Date of experience: May 13, 2024",en,HotelSone
Think twice...,made reservation a months cancelled days later charged full said full refund reservations received full refund yet,"Date of experience: May 10, 2024",en,HotelSone
Thank you ~ so easy and can't wait for…,thank easy cant wait stay,"Date of experience: May 13, 2024",en,HotelSone
Horrible website,horrible website use booked wrong dates twice would admit refund money avoid costs,"Date of experience: May 01, 2024",en,HotelSone
Easy to complete,easy complete process hassle,"Date of experience: May 13, 2024",en,HotelSone
The website was easy to navigate and…,website easy navigate select rooms needs,"Date of experience: May 12, 2024",en,HotelSone
Easy Website Reservation,reserving room online easy website clear user friendly easy navigate,"Date of experience: May 12, 2024",en,HotelSone
Easy to say use,easy say use,"Date of experience: May 11, 2024",en,HotelSone
Very simple site to navigate,simple site navigate easy payment facility,"Date of experience: May 11, 2024",en,HotelSone
Really reasonable prices,really reasonable prices confusion booking surprise costs get site,"Date of experience: May 11, 2024",en,HotelSone
It’s a little aggressive,little aggressive,"Date of experience: May 10, 2024",en,HotelSone
Great pricing and good choices of…,great pricing good choices hotels wanted staylocation wise,"Date of experience: May 11, 2024",en,HotelSone
It was easy to book,easy book dates easy enter alter unlike many booking sites still done know prices quoted us unclear,"Date of experience: May 10, 2024",en,HotelSone
Mini stay,easy navigate booking sitelooking forward stay thatbeautiful freakish longer,"Date of experience: May 10, 2024",en,HotelSone
Intuitive website- made the reservation…,intuitive website made reservation less a min,"Date of experience: May 09, 2024",en,HotelSone
The reservation page is extremely easy…,reservation page extremely easy navigate,"Date of experience: May 09, 2024",en,HotelSone
Horrible,horrible horrible service accident booked two nights instead one refused refund second night even though phoned within a seconds making reservation never never use hotel one,"Date of experience: May 09, 2024",en,HotelSone
It was straight forward and simple,straight forward simple thanks,"Date of experience: May 09, 2024",en,HotelSone
Talking to outsourced customer service…,talking outsourced customer service difficult understand,"Date of experience: May 08, 2024",en,HotelSone
There was no place to put in AARP or…,place put harp aka discounts,"Date of experience: May 08, 2024",en,HotelSone
On line reservations were quick,line reservations quick point easy,"Date of experience: May 08, 2024",en,HotelSone
Easy to use,easy use straightforward,"Date of experience: May 08, 2024",en,HotelSone
Total fraud and deceiving!!,total fraud deceiving ended cancelling reservation tune 100 rebooted thru legitimate site still saved 300 worst experience ever highway robbery never that sure customer service terrible end rant,"Date of experience: May 07, 2024",en,HotelSone
Simple,simple straightforward fast,"Date of experience: May 07, 2024",en,HotelSone
Easy to book,easy book free cancellation,"Date of experience: May 07, 2024",en,HotelSone
Website was easy to navigate,website easy navigate descriptions complete easy understand pictures campus amenities helpful,"Date of experience: May 07, 2024",en,HotelSone
Mobile experience is poor thus forcing…,mobile experience poor thus forcing us spend money use web site difficult navigate understand to difficult add rooms many steps overall great platform,"Date of experience: May 07, 2024",en,HotelSone
so easy a caveman could do it :),easy navigate site reserving room,"Date of experience: May 07, 2024",en,HotelSone
Clearly giving options for booking expediently.,clearly giving options booking expedient manner,"Date of experience: May 07, 2024",en,HotelSone
Quick and easy,quick easy,"Date of experience: May 07, 2024",en,HotelSone
Very easy to book also good idea to pay…,easy book also good idea pay later,"Date of experience: May 07, 2024",en,HotelSone
No problems.,easy fun,"Date of experience: May 07, 2024",en,HotelSone
One of the easiest registrations I have…,one easiest registrations made thank avoiding multistep verification membership clubs,"Date of experience: May 06, 2024",en,HotelSone
Good value and description of accommodation.,user friendly lower price,"Date of experience: May 06, 2024",en,HotelSone
Reservation was easy,reservation easy,"Date of experience: May 05, 2024",en,HotelSone
I was able to make my reservation and…,able make reservation request room wanted,"Date of experience: May 05, 2024",en,HotelSone
Quick and easy booking experience,quick easy booking experience,"Date of experience: May 05, 2024",en,HotelSone
An experience you will want to repeat,coming inn of years everything always top notch beautiful comfortable rooms great staff always pleasure,"Date of experience: May 05, 2024",en,HotelSone
Making the reservation was simple,making reservation simple hopefully stay,"Date of experience: May 04, 2024",en,HotelSone
Ease of navigating through the,ease navigating,"Date of experience: May 04, 2024",en,HotelSone
Easy to navigate site and find rooms.,easy navigate site find rooms,"Date of experience: May 04, 2024",en,HotelSone
Nice and Easy!,easy navigate felt welcoming,"Date of experience: May 04, 2024",en,HotelSone
Not enough information,interested booking something king bed full kitchen real leap book since one picture none kitchen facility bathroom bedroom cabins photos hesitant whole trip,"Date of experience: May 03, 2024",en,HotelSone
Good so far when I booked the…,good far booked reservation,"Date of experience: May 03, 2024",en,HotelSone
Fast and easy booking experience,fast easy booking experience,"Date of experience: May 03, 2024",en,HotelSone
Worst experience ever,worst experience ever book directly going stay scam artist pretend location want stay,"Date of experience: May 03, 2024",en,HotelSone
Easy process.,easy process,"Date of experience: May 03, 2024",en,HotelSone
Ease of navigation through options,ease navigation options description rooms detailed helped making decision,"Date of experience: May 03, 2024",en,HotelSone
Fast,fast easy book,"Date of experience: May 03, 2024",en,HotelSone
Everything that was required to…reserve a quality room.,everything required complete reservation organized flow information needed perfect words flow room reserve followed name address payment information,"Date of experience: May 02, 2024",en,HotelSone
My experience has been awesome,experience awesome hotel clean people friendly front desk beach everyone tremendous,"Date of experience: May 02, 2024",en,HotelSone
Classic English Hospitality,immediately recognized booked gore fact favourite hotel room choices prices clearly presented selection simplebravo,"Date of experience: May 02, 2024",en,HotelSone
Very easy to see rooms and be sure they…,easy see rooms sure needed amenities,"Date of experience: May 01, 2024",en,HotelSone
Funeral,great help hotel,"Date of experience: May 01, 2024",en,HotelSone
I was charged an additional $20 on top…,charged additional of top advertised taxes fees advertised room rate 119 taxes fees showed total 133 charged 153 called get refunded hotels one done answer customer service line wont book another hotel by websitevery deceptive,"Date of experience: May 01, 2024",en,HotelSone
site easy to navigate,site easy navigate everything booking one page cancellation info selecting room,"Date of experience: April 30, 2024",en,HotelSone
Highway robbery,historic davenport spokane a place take advantage discounts aka harp etc explanation extra fees seem 200 would stay hotel price explanation costs,"Date of experience: April 30, 2024",en,HotelSone
Senior Friendly,enjoyed time look properties speed,"Date of experience: April 30, 2024",en,HotelSone
